"id","authorName", "title", "startDate", "endDate"
"w_jjb3wBb--xViClYM2L","Nouveau, Gérard","Les musées aménagés dans les Monuments historiques en Bourgogne.",,
"2PjTb3wBb--xViClvL5B","Frech, Alice","Amateurs de nature morte au Salon au XVIIIe siècle.",,
"7vKCaXwBb--xViClZ9Y6","Declercq, Chantal","Les églises gothiques tardives dans le pays de Forez.",,
"NvpVcXwBb--xViCl0TDy","Dumont, Marie-Jeanne","La formation de Le Corbusier, le rôle des maîtres.",,
"t_jib3wBb--xViClO8yM","Galicier, Laura","Entretien, travaux de dégagement et restauration en Egypte ancienne jusqu'au Nouvel Empire compris.",,
"XfjLb3wBb--xViCl87fe","Herjean, Rozen","La collection de François-Antoine Robit dans la seconde moitié du XVIIIe siècle.",,
"VvU4bHwBb--xViCl-XBX","Mathias, Cédric","Les Uacusechas : naissance, vie et mort du royaume tarasque (XIVe-XVIe siècle).",,
"j_J8aXwBb--xViClrtE8","Kihm, Marie","Une occupation médiévale en grottes : Les Perrats à Agris (Charente), étude de la vaisselle.",,
"9fTcanwBb--xViClICID","Waillez, Wivine","Présence des textiles dans la sculpture occidentale de la fin du Moyen Âge.",,
"QvU1bHwBb--xViClxG3y","Lauton, Édith","Le garde-meuble Odoul, Beaudouin et Lods architectes (1931-1933).",,
"n_nqcHwBb--xViClsclh","Molle Ép. Breitwieser, Aurore","Monographie de l'église Notre-Dame de Plaisance.",,
"yfjLb3wBb--xViCla7Yi","Chaaya, Anis","Le dispositif défensif du comté de Tripoli-Liban.",,
"M_nccHwBb--xViClp7xL","Huonnic, Olivier","Etude du matériel épigraphique arabe dans les citadelles et forteresses de Syrie, Jordanie et Liban, du XIe au XIVe siècle.",,
"5_jjb3wBb--xViClh82d","Sethom, Myriam","Histoire des collections d'antiquités tunisiennes au Musée du Louvre",,
"Lvj2b3wBb--xViClh-Bd","Saumur, Jennifer","Epigraphie mixtèque : transition entre les phases Classique et Post-Classique.",,
"xvj3b3wBb--xViClN-Ap","Vincent, Nicole","Recherches sur le temple Lepâksî",,
"9_ibb3wBb--xViCluojg","Ecrabet, Matthieu","L'art précolombien des petites Antilles. L'analyse iconographique des sites de Fond Brûlé, Moulin l'Etang et Vivé, de la Martinique.",,
"wPjub3wBb--xViCl0tiF","Leriche, Antoine","L'évolution urbaine du quartier des Batignolles du début du XIXe siècle à nos jours.",,
"ePjvb3wBb--xViClgtlR","Amory, Annabelle","Déesses, mortelles et animaux, le cas de Déméter et Artémis",,
"xfjvb3wBb--xViCl49n8","Ghandour, Nada","Nicolaes Maes portraitiste. Nicolaes Maes as a portrait painter",,
"Hvibb3wBb--xViCl9Yl4","Mahe, Aurélie","Le Musée de Dinon de 1843 à 1979",,
"S_idb3wBb--xViClLooA","Davadie, Axelle","Nikè: récompenses et vainqueurs en Grèce ancienne.",,
"1_U9bHwBb--xViCloHTd","Delaporte, Bérangère","Un corpus de réserve : quelle réévaluation possible pour les oeuvres peintes de la collection historique du MNAM accrochées ponctuellement de 1977 à 2004 ?",,
"i_U8bHwBb--xViClVHPN","Cho, Sung-Yeun","La conservation préventive en France : étude sur l'installation de conservation préventive dans la politique de la Direction des musées de France de 1990 à 2005.",,
"_vqPcXwBb--xViClz2cg","Vlacich, Julie","De la mise en scène à la performance photographique : évolution de la pratique photographique de 1840 à nos jours.",,
"PP3DdHwBb--xViClVVO9","Barros, Diego Rodrigues De","Les panneaux des doubles noces des Spannocchi à la fin du Quattrocento",,
"sPU8bHwBb--xViCle3Pe","Desvaux-Mansour, Marie-Francine","Étude de la correspondance d'André Breton à Joyce Mansour (1954-1966).",,
"3_U-bHwBb--xViClsnVU","Bernez Cambot, ?","L'enseignement dans la peinture classique au XXe siècle.",,
"a_U9bHwBb--xViClP3Qy","Lefevre, Vincent","La création artistique au Tamil Nadu (VIIe-XVIIIe siècle). La commande et l'artiste.",,
"_PU8bHwBb--xViClynMA","Laval, Élodie","Le sacré dans l'art des années 50.",,
"EP22dHwBb--xViClvkfG","Benhamou, Sarah","L'espace dans l'oeuvre du cinéma israëlien : Amos Gitai.",,
"TfcqbnwBb--xViCl9ycv","Andrieux, Virginie","Matérialisme et immatérialité dans l'oeuvre d'Anish Kapoor.",,
"J_itb3wBb--xViCllZql","Lebourcq, Paulin","Les Jardins dans le voyage pittoresque des environs de Paris de Dézallier d'Argenville (1755-1779)",,
"Mfiub3wBb--xViClupuk","Koll, Marlene","Jannis Kounellis dialogue avec L'Angélus de Millet, la Correspondance n°18 du Musée d'Orsay et sa médiation",,
"dPnicHwBb--xViClOcE2","Mandier Ép. M Ouradian, Micheline","L'église Saint-Lubin de Suèvres (Loir-et-Cher).",,
"Nv0MdXwBb--xViClIJld","Sachon, Mélanie","La sculpture des églises en Charente.",,
"NPcmbnwBb--xViClxCPd","Tournié, Maud","Les Amazones dans la céramique apulienne.",,
"L_crbnwBb--xViCl4SiV","Imbert, Michel","Introduction à la peinture de Raza.",,
"Bfp4cXwBb--xViCl61Iq","Meistersheim, Shirley","Les lampes gallo-romaines de la France du Nord.",,
"2_itb3wBb--xViClR5mD","Fouquet, Sébastien","Figures de la disparition dans l'oeuvre de Stanley Kubrick.",,
"TJ6benwBkdN8tUGIhKRe","Cordon, Nicolas","La Galleria degli Stucchi du cardinal Capodiferro et la diffusion du goût bellifontain dans la décoration d'un palais romain au milieu du XVIe siècle",,
"NfOWanwBb--xViClFOCY","Roy, Juliette","John William Waterhouse : l’image des femmes dans la peinture mythologique",,
"V_dMbnwBb--xViCldkdA","Blanchard, Adeline","Valie Export. Le corps au féminin. Les performances et les happenings dans l'Autriche des années 1970.",,
"xvnNcHwBb--xViCln61F","Masson, Tom","Les espaces indépendants d'exposition de l'art contemporain : le cas des artist-run spaces : Tentative de définition après une étude menée en France et Suisse romande",,
"WPn5cHwBb--xViClHdco","Pelmoine, Thomas","Analyse chrono-culturelle des habitats avec architecture de pierres sèches ou néolithique final de Provence",,
"g_nlcHwBb--xViClWsQR","Davenne, Coline","Histoire et gestion d'une collection privée d'art vidéo : La collection Isabelle et Jean-Conrad Lemaître",,
"_vtXc3wBb--xViClTfUU","Bony-Devaux, Clémentine","Etude du groupe des manuscrits ""bleu et or"", selon Weitzmann",,
"Qv00dXwBb--xViClCL8-","Villat, Xavier","L’enceinte fortifiée d’Aix-en-Provence à la fin du Moyen Âge",,
"HPfwbnwBb--xViClIOTf","Martin-Vigier, Suzanne","Le couple dans l'œuvre d'Auguste Rodin",,
"Gfgcb3wBb--xViClww_C","Barchelard, Caroline","Joachim Koester, à la frontière entre visible et invisible",,
"S_glb3wBb--xViClTxd3","Dagen, Philippe","Les femmes dans les musées français : histoire d’une ascension ?",,
"lfUrbHwBb--xViCln2MM","Joyet, Cécile","Les ailes à la Renaissance, entre ornement et symboles",,
"Hfgcb3wBb--xViCl1w9L","Goetzmann, Sophie","Ludwig Meidner et les Tours Eiffel de Robert Delaunay, 1912-1914",,
"N_f1bnwBb--xViClZOmo","Vogiatzi, Areti Anna","Jannis Kounellis : une personnalité grecque, un artiste italien",,
"KPe-bnwBb--xViClJrSf","Anaissi, Agatha","Paul Guiragossian (1925-1993)",,
"y_f1bnwBb--xViClAuj-","Delasalle, Justine","BP. L'essence de la peinture",,
"av0bdXwBb--xViClAadZ","Jacob, Adrienne","L'opéra de Strasbourg, une architecture au service de la vie sociale et artistique à Strasbourg (XIXe-XXe siècles).",,
"NvdubnwBb--xViClzGgp","Fugler, Zoé","Les archives du cœur de Christian Boltanski",,
"__ejbnwBb--xViCl05qz","Ripoll, Mylène","La réception de l’île aux musées de Berlin dans le milieu culturel français (1870-1935)",,
"hPfHbnwBb--xViCl6r3e","Morisot, Sarah","L'Histoire par l'image de la compagnie du Chemin de Fer du Nord (1845-1900)",,
"d_zcc3wBb--xViClN3Xg","Jollivet, Louise","La ligne de chemin de fer dans la peinture de paysage de l’American Scene",,
"Qf0adXwBb--xViClxqe_","Gavoille, Marion","L'église Note-Dame de l'Assomption de Bourbonne-les-Bains : étude historique et monumental",,
"8vzwc3wBb--xViCll4g4","Lachiver, Claire","Poétiser la mort : les poires sentimentales.",,
"DfelbnwBb--xViCl9p2g","Lee, Eunjung","Les images de l'enfantement dans les œuvres de Marlene Dumas (1953 -)",,
"O_3IdHwBb--xViClmViG","Le Goff, Emeline","Introduction à l'étude des vases antiques d'argiles peints vulgairement appelés étruques par M. Dubois Maisonneuve 1817, Etude d'un recueil de céramiques peintes et de sa place dans le développement de la recherche portant sur les vases grecs",,
"WP28dHwBb--xViClPUwn","Peronnet, Sophie","Les céramiques d'exportation provenant des fours chinois de la dynastie Song (960-1279) : histoire de leur exportation vers l'Asie du Sud-Est.",,
"vPm2cHwBb--xViClgJe8","Blordier, Matthieu","La commande de peinture religieuse à Rennes aux XVIIe et XVIIIe siècles",,
"Xvxxc3wBb--xViClxw8S","Saint-Raymond, Léa","L'œuvre et la carrière d'Ernest T. Comment ""faire marcher"" et ""faire marché"" ?",,
"Wfm4cHwBb--xViClQZn_","Delalande, Julie","L'enjeu du mythe des amazones dans le tavail de Raoul Ubac",,
"Q_lYcHwBb--xViCl9T4Z","Dubuc, Marie","Le livre et l’écrit dans la peinture brugeoise entre 1515 et 1550.",,
"YvqscXwBb--xViClf4Ok","Westendorp, Alexandra","Le crayon au service du Saint-Siège : l'illustration dans Le Pèlerin (1877-1909)",,
"AfqZcXwBb--xViClRXFF","Papin, Lucie","L'hôtel Louvois à Paris (XVIIe-XVIIIe siècles)",,
"MvwydHwBb--xViClcMhO","Delarue, Ophélie","Le château de Montpoupon",,
"hvqlcXwBb--xViClU3yF","Lejeune, Valérie","L'imaginaire du matériau dans l'art.",,
"Evw_dHwBb--xViClytWg","Bouju, Périg","Architecture et lieux de pouvoir en Bretagne : XVIIIe-XXe siècle.",,
"vPmDcHwBb--xViCldWYU","Queyrel, Louise-Elisabeth","Représentations des souverains Hohenstaufen : modèles, perceptions et tensions, entre Germanie et Italie, du milieu du XIIe siècle à la fin du XIIIe siècle",,
"qfwJdHwBb--xViClT6D1","Crochu, Antonin","L’usage des matériaux et pratiques de la sculpture dans et autour de l’atelier de Michel Colombe (1480-1520)",,
"ZPy-c3wBb--xViCl61ki","Bouchaut, Agathe","L'habitat préfabriqué, léger et individuel en France : de la fin de la Seconde Guerre mondiale à nos jours",,
"ivy_c3wBb--xViClElkz","Espin, Elsa","Entre Italie et Flandre. La peinture d'Antonello de Messine et de Petrus Christus",,
"hfyHc3wBb--xViClwCSe","Caron, Aurélie","Les Rites funéraires en Grèce à l'époque des auteurs tragiques",,
"9PzFc3wBb--xViClyV8g","Le Brech, Matthieu","Les bâtiments monastiques de Baume-les-Messieurs. Études de topographie monastique et d'archéologie du bâti",,
"bfiMb3wBb--xViClsnrW","Dezegher, Florian","Les éléments architecturaux hors contexte au Moyen Empire, Karnak excepté.",,
"V_mGcHwBb--xViClIGm8","Auffret, Anne-Lise","Le Musée céramique de la manufacture des Sèvres. Progrès techniques, enjeux artistiques et pratiques savantes en France (1800 - 1914)",,
"hvmncHwBb--xViClxonY","Hou, YuLiu","Les supports anthropomorphes à la Renaissance en France : origines, diffusion, emploi",,
"LvlMcHwBb--xViClSjKY","Dubois, Emilie","Ionel Schein, la maison tout en plastiques exposée au Salon des Arts Ménagers de Paris en 1956.",,
"8PmGcHwBb--xViCl0GmJ","Zolezzi Andrade, Lorena","Les Broderies de la vallée du Col (Pérou). Evolution artistique et culturelle dans le contraste de la mondialisation.",,
"xfmNcHwBb--xViCl6XAd","Croutelle, Justine","L'Eglise de Germigny-Des-Prés : de l'Ecclésia de Théodulf à la construction d'un lieu de mémoire.",,
"z_lGcHwBb--xViCluCyt","Roussey, Marion","L’histoire en héritage dans l’œuvre de Pierre Francastel.",,
"KPmDcHwBb--xViCl1me-","Conan, Doriane","Les Données archéologiques objet de la médiation culturelle : le cas du site du château d'Orville.",,
"F_iab3wBb--xViCl5IgB","Gruner, Cathrin","Aphrodite en Sicile et en Italie du sud. Contribution à l'étude de ses cultes et de ses sanctuaires.",,
"y_h6b3wBb--xViClT2hc","Pierre, Laetitia","Enseigner l’Art de peindre. L’œuvre pédagogique et littéraire de Michel-François Dandré-Bardon (1700-1783).",,
"VvhIb3wBb--xViCl3Tnm","Blanquet, Mathilda","Erotisation du corps et artifices de décence dans la sculpture italienne ( XVIe - XVIIe siècles, Florence - Rome)",,
"MvhIb3wBb--xViCltjnV","La Rochemace, Elise (de)","L’art contemporain dans l’espace domestique : un autre regard pour les publics",,
"Ofhpb3wBb--xViClJFho","Delauney, Sophie","Inventaire critique des vitraux commémoratifs de la Première Guerre mondiale en basse normandie",,
"Nfq2cXwBb--xViCluY0R","Freysselinard, Isabelle","L’utilisation de la photographie dans l’œuvre picturale de Philippe Cognée",,
"3fq0cXwBb--xViClSIoA","Doutremepuich, Camille","Anatole Devosges (Dijon 1770-Dijon 1850) Peintre d'Histoire",,
"NPq2cXwBb--xViCluY0R","Dely, Raphaël","Gérard Fromanger : La puissance de la peinture",,
"gvy9c3wBb--xViClAlfK","Delaporte, Hortense","Le marché de l'art digital",,
"kvqzcXwBb--xViCl-Yre","Peters, Christian","La pratique de l'auto représentation architecturale à partir de l'exemple des cultures métropolitaines de Paris et de Berlin",,
"7vn5cHwBb--xViCludds","Chaufour, Marie","Le moraliste et les images. Recherches sur l'expression emblématique chez Jean Baudoin",,
"u_U4bHwBb--xViClSW-K","Deurbergue, Maxime","L'expression de la spiritualité espagnole du XVie siècle dans la peinture dévotionnelle de Luis de Morales",,
"3vU3bHwBb--xViClcm6t","Chamonal, Caroline","Les autoportraits de femmes entre 1880 et 1914",,
"4fn3cHwBb--xViClgtX2","Lina, Issa","L'habitat traditionnel du Proche Orient au XIXème siècle.",,
"WPnUcHwBb--xViClfbRA","Prost, Natacha","Les transis à la Renaissance en France: au-delà du miroir de la condition humaine",,
"DvnUcHwBb--xViClL7Qe","Bardaro, Marta","Médiation par les artistes et médiation par les institutions : concurrence ou complémentarité",,
"EPn5cHwBb--xViClzNj0","Boudon, Elise","La rénovation du Musée départemental Gustave Courbet",,
"T_nTcHwBb--xViClWLNB","Claeys, Victoria","Etre ou ne pas être chez-soi : enquête ethnologique au sein de l'EHPAD Adarpea",,
"aPjnb3wBb--xViClHdGs","Jenback, Audrey","La ville gallo-romaine de Rodez",,
"aficb3wBb--xViClQ4ma","Tun, Puthpiseth","Bouddhisme Theravāda et production artistique en pays khmer : étude d’un corpus d’images en ronde-bosse du Buddha (XIIIe-XVIe siècles).",,
"U_XTa3wBb--xViClag_J","Ménétrier, Laure","Les dons de Félix Ziem au musée Ziem de Martigues et au musée du Petit Palais de Paris : la volonté de construire une postérité artistique ?",,
"FPmycHwBb--xViClsJQV","Picro, Laura","La Représentation de Rome par les peintres italiens entre 1918 et 1965 : du retour à la belle peinture à la crise de la représentation.",,
"HvmBcHwBb--xViCls2XR","Michel, Séverine","Etude historique, iconographique et stylistique des stalles de Sainte-Anne de Gassicourt (Yvelines).",,
"Wfjwb3wBb--xViClbNq3","Pares, Andrea","Pratiques d'exploitation et d'utilisation des ressources végétales dans un village du Néolithique précéramique chypriote : étude carpologique de Khirokitia.",,
"MvXTa3wBb--xViClVw9A","Drot, Victor","Ruine et photographie. Usages et enjeux",,
"EPchbnwBb--xViClWh4A","Cluzan, Sophie","Recherches sur les sceaux royaux et dynastiques du Proche-Orient ancien",,
"sPkKcXwBb--xViClIecK","Salomé Pirson","Lucien Falize et l’exposition de la Plante",,
"CvkGcXwBb--xViClUORj","Velay, Estelle","Episode d'une course de taureaux d'Edouard Manet. Un tableau détruit, deux tableaux en un",,
"w_kGcXwBb--xViClFePK","Maison, Géraldine","Le Livre d'Artiste comme médiation scolaire dans les coffrets du F.R.A.C des Pays de la Loire",,
"wvkGcXwBb--xViClFePK","Gerfault, Juliette","La Collection de Gouaches chinoises du Musée Dobrée à Nantes",,
"yfkHcXwBb--xViClJ-RA","Rimbaud, Jules","Les travaux d'école d'Hector Guimard : Ecole nationale des arts décoratifs, Ecole nationale des beaux-arts 1882-1897",,
"3vkFcXwBb--xViClF-Lb","Namur, Antoirne","Les eaux de Poseidonia-Pasestum : acquisition, consommation et aspects culturels",,
"e_kGcXwBb--xViClxeSW","Calderini, Lucille","Figures et narration dans les modèles d'alcôves de Jean Lepautre (1618-1682).",,
"3PkEcXwBb--xViClGeHs","Pietri, Renaud","Le char dans la pensée égyptienne",,
"2_kEcXwBb--xViClGeHs","Claude, Marion","La région d’Akhmim (IXe nome de Haute-Égypte). Topographie religieuse",,
"_fgOcHwBb--xViClVfaz","Baaj, Bachar","Les ivoires de l'Age du Fer II-III (950-550 av. J.-C.) au Proche-Orient ancien au miroir du bestiaire : approche archéologique, iconographique, technique et fonctionnelle. Les méthodes de restauration et de conservation.",,
"JPptcXwBb--xViCloEdF","Dupard, Lucie","L'hôtel de ville de Besançon",,
"yPpwcXwBb--xViClX0l1","Fassin, Pauline","L'introduction de la performance dans la pratique conceptuelle de Martha Wilson au début des années 1970 : la question d'une esthétique féminine",,
"yvgScHwBb--xViClTfpr","Venot, Claire","Bois, forêt et gestion de l'environnement ligneux dans les Alpilles médiévales ; nouvelles approches méthodologiques",,
"8_ozcXwBb--xViClQQ5r","Rethacker, Jeanne","Autour de Marjorie Cameron – Surréalisme, ovnis, rituels et magie",,
"J_ptcXwBb--xViCls0fN","Layolle, Bluenn","Oscar Munoz : représentations d'un monde évanescent (1986-2016)",,
"bvoocXwBb--xViClRASn","Deltour, Louis","Les décors de Robert Eugène Pougheon (1886-1955)",,
"Y_pxcXwBb--xViClD0pB","Dausse, Lucie","Étude des déformations crâniennes intentionnelles dans la culture Paracas (800 avant-100 après J.-C.) : les contextes funéraires de Cerro Colorado, côte sud du Pérou.",,
"mvkjcXwBb--xViClJ__u","Burgaud, Philippine","Le château de la Cantaudière",,
"ofXTa3wBb--xViClzA90","Saudrais, Anthony","Les machines d'opéra au temps de Lully et de Campra",,
"JvpycXwBb--xViCl5EwN","Ravet, Audrey","""The New School of American Photography"". L'exposition des pictorialistes américains par Frederick Holland Day à Londre, 10 octobre - 8 novembre 1900",,
"TPnhcHwBb--xViCl_sGd","Widjaja, Marcel","La réception des outils de médiation par les visiteurs et leur impact sur l'expérience muséale : le cas du Musée des Plans-reliefs",,
"NPjFb3wBb--xViCli7EU","Abdel Moula, Souhir","Esthétique du patchwork et du collage dans la Haute Couture.",,
"cfpocXwBb--xViCl0UKv","Brouillard, Lauren","Le retour au Salon des impressionnistes, 1878, 1879 et 1880",,
"8PXWa3wBb--xViClKRH7","Larmoyer, Camille","La question de l'art à l'UNESCO : développement culturel, protection, mise en valeur",,
"vvpjcXwBb--xViCl7z2T","Eada Giahn, Ashley","Le Salon de 1852",,
"y_11dHwBb--xViClqQgO","Théano, Guillaume","Le cratère à colonnettes en Apulie : ateliers producteurs, iconographie, décor et usages",,
"YPfbbnwBb--xViClmtBy","Piccolo, Fiona","Le portfolio d'estampes en Allemagne et en Autriche de la fin de siècle à la fin des années 1920",,
"1fePbnwBb--xViCl1ocB","Jame, Constance","Les soieries ottomanes de la collection Krishnâ Riboud au musée Guimet",,
"Wvjwb3wBb--xViClbNq3","Yahia - Acheche, Sophie","L'art rupestre de Tunisie : Inventaire et Analyse. Ses relations avec les foyers artistiques de l'Algérie et la Libye voisines",,
"MPYBbnwBb--xViClJv__","Le Bourdonnec, François-Xavier","Aspects archéométriques de la circulation de l'obsidienne préhistorique : développements analytiques et applications en Corse, Sardaigne et Ethiopie.",,
"1vjIb3wBb--xViClSrNG","Bergbauer, Bertrand","Les mortiers français en bronze du XVIe au XVIIIe siècle : production, iconographie et diffusion.",,
"y_n6cHwBb--xViClkNhJ","Ribouillault, Denis","Rome en ses jardins : paysage et pouvoir au XVIe siècle",,
"g_fbbnwBb--xViClrdD6","Piccolo, Fiona","La relation texte-image dans les illustrations du fantastique des pays germaniques par Stefan Eggeler",,
"HfnncHwBb--xViClB8bM","Myara-Kelif, Elinor","L'imaginaire de l'âge d'or à la Renaissance",,
"EPVzbHwBb--xViClRKil","Preux, Carine","Le donjon en Guyenne (XIIIe-XIVe siècles). [10]",,
"m_kjcXwBb--xViClJ__u","Morgane Weinling","Pour une Alsace française. Les collections du baron Albert Louis Eugène de Dietrich (1861-1956)",,
"OvgQb3wBb--xViClegPs","El Mabrouk, Faïza","Les lieux d’exposition indépendants et alternatifs à Bruxelles : les artist-run et curator-run space",,
"9_e7bnwBb--xViClybEY","Galinier, Cécile","L'humour, la satire et les affiches Art Nouveau en France",,
"9v38dHwBb--xViClVIn9","Bennet, Lydie","La Représentation des vents dans l'art italien du XVIe siècle.",,
"gPfAbnwBb--xViCll7av","Loy, Alyssia","La représentation des motifs floraux à la Manufacture de Sèvres entre 1800 et 1930",,
"zvfUbnwBb--xViClvMlw","Gil, Julie","Tracey Emin et Sarah Lucas, du duo des années 1990 au duel",,
"M_2qdHwBb--xViClYjtr","El Hani Delvart, Naouel","Le monde côtier et ses représentations romano-campaniennes.",,
"sffCbnwBb--xViCl4bit","Reulier, Maxime","Julien Guadet : l'architecte, le professeur, le théoricien",,
"kfcwbnwBb--xViCldSyR","De Panafieu, Hélène","La Représentation des âges de la vie du XIVe au XVIIe dans l'art occidental",,
"yvkIcXwBb--xViClJeUu","Rousselot, Marion","La Montre portée au début du XIXe siècle.",,
"VPlkcHwBb--xViCloUmv","Criado, Camille","Les textiles de Raoul Dufy",,
"yflmcHwBb--xViClKEpY","Bertron, Juliette","De la parodie dans l’art des années 1960 à nos jours.",,
"CvlkcHwBb--xViClU0mN","Prins, Sophie","Pierre Prins (1838-1913) une vie, une œuvre : entre négligences, légendes et vérités",,
"o_czbnwBb--xViClqS_1","Téqui, Béatrice","Méthodes d'estimation de la capacité des récipients.",,
"HffwbnwBb--xViClIOTf","Martin-Vigier, Suzanne","Le couple dans l'œuvre d'Auguste Rodin",,
"2P3PdHwBb--xViCld15_","Cabau, Agathe","L'Iconographie amérindienne aux salons parisiens et aux expositions universelles françaises (1781-1914).",,
"bPwRdHwBb--xViClZqh5","Longequeue, Hortense","L'éloquence du pinceau. Écritures peintes et livres d'artiste dans l'œuvre de Jean Cortot",,
"NvwBdHwBb--xViClh5mR","Corbet, Alexandra","Le restaurateur contemporain devant les anciennes restaurations",,
"Fv08dXwBb--xViClMsdJ","Arribard, Thaïs","Jean-François Huguet, dessinateur et architecte rennais (1679-1749)",,
"v_wNdHwBb--xViClgqRK","Ju, Hyeonyoung","Les objets d’art coréen dans les collections publiques françaises (1900-1945)",,
"LPtdc3wBb--xViClyfxl","Guene, Franck","De l'idée architecturale aux lieux de l'architecture : l'approche du lieu comme révélateur de la posture et du regard de l'architecte sur le monde.",,
"wvwNdHwBb--xViCllaTS","Park, Seoa","L’architecture : un facteur de médiation culturelle, l’exemple du musée juif de Berlin",,
"V_UgbHwBb--xViCl8Flo","Cohen, Delphine","Les attributs divins dans l'iconographie des Lagides.",,
"xfivb3wBb--xViClQ5tg","Ravaché, Marina","Le désir amoureux de la femme dans la peinture italienne du Cinquecento",,
"_Phkb3wBb--xViClt1N8","Schultz, Mégane","Femmes artistes, femmes gleristes. L'exemple de la galerie Colette Allendy 1946-1950",,
"ufwkdHwBb--xViClZro2","Esmeral Henriquez, Maria Angelica","Epistémologie du corpus d'illustrations de l’Expédition botanique royale au royaume de la Nouvelle-Grenade",,
"T_lqcHwBb--xViCl409m","Dos Santos, Priscyllia","La Représentation grecque du destin des morts dans le bassin méditerranéen de l'époque archaïque à l'époque hellénistique.",,
"NPiPb3wBb--xViClhX2Q","Levy, Aviva","La basilique Saint-Mathurin de Larchant",,
"PfqxcXwBb--xViClnIhZ","Soria, Lucia","""Un texte qui bouge"" : Joan Brossa et le cinéma (1948-1968)",,
"TvWSbHwBb--xViCltMZT","Lozere C, Hristelle","Une vision coloniale à Bordeaux de 1850 à 1940 : expositions...",,
"4PJ_aXwBb--xViClH9NN","Connangle, Alain","Les églises fortifiées en Périgord",,
"gvoscXwBb--xViCligiB","Sandrine Parisot","L’italianisme de Paul Baudry au Grand foyer de l’Opéra Garnier",,
"5foqcXwBb--xViClyQY-","Mélodie Renac","La mise en exposition de la Galerie Médicis dans la « Salle Rubens »",,
"nvxhdHwBb--xViClq_Vc","Gonnet-Mertz, Julia","L'enseignement préliminaire du design et des arts appliqués en France depuis 2012 face aux problématiques du design contemporain : un retour possible aux fondements du mouvement Arts and Crafts ?",,
"K_oqcXwBb--xViClBQbq","Ginot, Gwenaëlle","Le mécénat de compétences dans le domaine de la culture : état des lieux de la pratique et perspectives de développement",,
"9vnecHwBb--xViClj72g","Rolland, Hortense","Vitrail et perception : le cas de la basilique Notre Dame de Montligeon",,
"x_orcXwBb--xViClxwcs","Martin, Thomas","La mutation d'un médium : l'eau-forte en France entre 1845 et 1875",,
"m_V3bHwBb--xViCl_6y3","Licenziati, Francesca","Recherches sur les matériaux et les techniques mis en œuvre dans les mosaïques en Méditerranée orientale",,
"Afitb3wBb--xViClbpqU","Sadania, Marine","Les ancres en fer en Bretagne",,
"W_xidHwBb--xViClgvY5","Lecorquillé, Anne","La peinture murale à Pétra à l'époque nabatéenne",,
"1_mXcHwBb--xViClX3k6","Seillan, Fabienne","Jean-Benoît-Vincent Barré (1735-1824). Un architecte parisien à l'époque du retour à l'antique.",,
"ufnocHwBb--xViCltceG","Minair, Céline","René Lalique (1860-1945). Des œuvres d’arts décoratifs ornés d’oiseaux.",,
"xfnGcHwBb--xViClTKYX","Grosjean, Claire","Les Automates parisiens de Fernand Martin. 1878-1912.",,
"I_n1cHwBb--xViClwdSy","Dyon, Soersha","""Foliage in the most exquisiste turkish style"" : the arabesque in Italy 1470 - 1570.",,
"PfnWcHwBb--xViClebYc","Tabur, Michel","Peinture d'histoire et exactitude au XVIème siècle: une rencontre aporétique ?",,
"m_n4cHwBb--xViClRtZL","Ysebaert, Yoline","La Place du costume dans les arts chorégraphiques contemporains. Analyse typologique, esthétique et étude des systèmes de conservation de l'Opéra national de Paris.",,
"1vn1cHwBb--xViClYNMI","Facchi, Mailys","De l'exposition à la réserve : conception du plan de retrait des œuvres d'""Encounters, the arts of Africa"" au Krannert Art Museum",,
"-vjNb3wBb--xViClobiZ","Deneuve, Emeline","Étude des représentations de Caprinés et Antilopinés. Une lecture singulière de l'art mobilier magdalénien du sud-ouest de la France.",,
"5fJqaXwBb--xViClI7-h","Barthe, Claudie","L'iconographie de la Virgo inter Virgines dans la peinture ganto-brugeoise de la fin du XVe siècle à la fin du XVIe siècle.",,
"JvqJcXwBb--xViClx2L8","Bedoire, Hélène","Collections, musées et archéologie : les objets précieux de Pompéi exposés au Musée Archéologique National de Naples.",,
"0PccbnwBb--xViCl7RkV","Prévost, Bertrand","Questions de pathos dans la peinture florentine du Quattrocento : le geste chez Pollaiolo, Verrochio et Botticelli",,
"Wfp6cXwBb--xViClSlPD","Ferloni, Paul","La campagne à paris 1860-1898 - le visage rural de paris au XIXe siècle",,
"AfVxbHwBb--xViClIaa3","Giraud, Jessica","Restitution d'un espace géographique ancien : la province du Ja'alan à l'Âge du Bronze (Sultanat d'Oman).",,
"kfqPcXwBb--xViClbWd2","Auclair, Stéphanie","Quartier Javel: architecture et urbanisme, des bâtiments des frères Perret au projet du ""nouveau pentagone français""",,
"__qJcXwBb--xViCljWFi","Tang, Jinghan","Le gigantesque. Sculpture et installation monumentales et comiques dans l’espace public",,
"aPU9bHwBb--xViClK3Sq","Marguier, Arnaud","Les supports et les colonnes isolées dans l'architecture des monastères bouddhiques du Nord-Ouest de l'Inde.",,
"FPp7cXwBb--xViClDlQY","Sevin-Allouet, Christophe","Durabilité et hiérarchie des sépultures collectives dans le nord-ouest de la France et dans les îles britanniques (4500-2200 avant J.-C.).",,
